train_size0,train_size1,train_size2,test_size0,test_size1,test_size2,train_imb0,train_imb1,train_imb2,test_imb0,test_imb1,test_imb2
209,203,154,74,80,129,0.602870813,0.522167488,0.532467532,0.418918919,0.6375,0.581395349
125,210,209,147,62,63,0.072,0.095238095,0.090909091,0.102040816,0.064516129,0.079365079
238,220,228,105,123,115,0.142857143,0.118181818,0.105263158,0.076190476,0.130081301,0.156521739
149,154,153,79,74,75,0.053691275,0.077922078,0.052287582,0.075949367,0.027027027,0.08
200,193,215,104,111,89,0.94,0.943005181,0.958139535,0.961538462,0.954954955,0.921348315
160,168,148,78,70,90,0.3875,0.43452381,0.439189189,0.487179487,0.385714286,0.388888889
124,170,172,109,63,61,0.814516129,0.794117647,0.790697674,0.779816514,0.80952381,0.819672131
201,168,171,69,102,99,0.960199005,0.94047619,0.941520468,0.913043478,0.960784314,0.95959596
124,170,172,109,63,61,0.508064516,0.635294118,0.552325581,0.642201835,0.396825397,0.62295082
168,160,168,80,88,80,0.18452381,0.24375,0.261904762,0.325,0.204545455,0.1625
169,160,159,75,84,85,0.970414201,0.95,0.943396226,0.92,0.964285714,0.976470588
237,205,186,77,109,128,0.4092827,0.409756098,0.446236559,0.454545455,0.440366972,0.3828125
172,174,186,94,92,80,0.377906977,0.448275862,0.413978495,0.478723404,0.347826087,0.4125
164,175,169,90,79,85,0.304878049,0.342857143,0.319526627,0.355555556,0.278481013,0.329411765
55,106,125,88,37,18,0.418181818,0.632075472,0.608,0.681818182,0.432432432,0.388888889
226,215,213,101,112,114,0.946902655,0.925581395,0.943661972,0.920792079,0.964285714,0.929824561
206,197,185,88,97,109,0.898058252,0.898477157,0.886486486,0.886363636,0.886597938,0.908256881
161,146,163,74,89,72,0.826086957,0.863013699,0.828220859,0.864864865,0.797752809,0.861111111
211,205,154,74,80,131,0.151658768,0.136585366,0.116883117,0.094594595,0.1375,0.160305344
161,159,144,71,73,88,0.962732919,0.962264151,0.958333333,0.957746479,0.95890411,0.965909091
179,137,182,70,112,67,0.217877095,0.255474453,0.197802198,0.228571429,0.178571429,0.28358209
246,256,268,139,129,117,0.906504065,0.8828125,0.921641791,0.899280576,0.945736434,0.863247863
162,137,179,77,102,60,0.728395062,0.700729927,0.726256983,0.701298701,0.745098039,0.7
197,193,190,93,97,100,0.766497462,0.756476684,0.721052632,0.709677419,0.731958763,0.8
247,223,208,92,116,131,0.522267206,0.600896861,0.581730769,0.684782609,0.5,0.541984733
201,168,171,69,102,99,0.094527363,0.154761905,0.111111111,0.188405797,0.058823529,0.131313131
239,203,190,77,113,126,0.338912134,0.36453202,0.384210526,0.428571429,0.353982301,0.325396825
59,48,59,24,35,24,0.474576271,0.458333333,0.508474576,0.5,0.514285714,0.416666667
146,138,140,66,74,72,0.609589041,0.594202899,0.535714286,0.515151515,0.554054054,0.666666667
323,272,307,128,179,144,0.907120743,0.922794118,0.931596091,0.953125,0.916201117,0.895833333
174,150,170,73,97,77,0.91954023,0.946666667,0.905882353,0.931506849,0.886597938,0.961038961
191,181,218,104,114,77,0.968586387,0.977900552,0.963302752,0.971153846,0.956140351,0.987012987
212,201,187,88,99,113,0.929245283,0.915422886,0.935828877,0.920454545,0.949494949,0.911504425
246,221,203,89,114,132,0.548780488,0.628959276,0.591133005,0.696629213,0.50877193,0.583333333
167,161,170,82,88,79,0.329341317,0.285714286,0.311764706,0.268292683,0.352272727,0.303797468
173,153,156,68,88,85,0.040462428,0.026143791,0.032051282,0.014705882,0.045454545,0.035294118
170,142,168,70,98,72,0.235294118,0.281690141,0.273809524,0.328571429,0.234693878,0.236111111
232,210,234,106,128,104,0.461206897,0.480952381,0.452991453,0.471698113,0.4375,0.490384615
223,184,225,93,132,91,0.910313901,0.918478261,0.897777778,0.903225806,0.893939394,0.934065934
170,142,168,70,98,72,0.235294118,0.267605634,0.226190476,0.257142857,0.204081633,0.277777778
139,123,118,51,67,72,0.971223022,0.967479675,0.983050847,0.980392157,0.985074627,0.958333333
208,190,220,101,119,89,0.908653846,0.936842105,0.940909091,0.97029703,0.915966387,0.898876404
243,218,237,106,131,112,0.020576132,0.009174312,0.021097046,0.009433962,0.030534351,0.008928571
143,140,147,72,75,68,0.79020979,0.757142857,0.768707483,0.736111111,0.8,0.779411765
371,329,368,163,205,166,0.134770889,0.133738602,0.163043478,0.165644172,0.16097561,0.102409639
303,250,237,92,145,158,0.927392739,0.916,0.919831224,0.902173913,0.931034483,0.924050633
86,90,88,46,42,44,0.674418605,0.688888889,0.659090909,0.673913043,0.642857143,0.704545455
190,147,157,57,100,90,0.942105263,0.959183673,0.942675159,0.964912281,0.93,0.955555556
198,180,208,95,113,85,0.151515152,0.105555556,0.110576923,0.063157895,0.150442478,0.152941176
218,188,182,76,106,112,0.45412844,0.5,0.5,0.565789474,0.452830189,0.455357143
174,150,170,73,97,77,0.643678161,0.66,0.652941176,0.671232877,0.639175258,0.649350649
260,284,256,140,116,144,0.203846154,0.186619718,0.203125,0.185714286,0.224137931,0.1875
262,248,226,106,120,142,0.973282443,0.975806452,0.977876106,0.981132075,0.975,0.971830986
245,182,249,93,156,89,0.232653061,0.17032967,0.232931727,0.172043011,0.269230769,0.168539326
144,138,132,63,69,75,0.868055556,0.855072464,0.825757576,0.80952381,0.84057971,0.893333333
176,169,191,92,99,77,0.482954545,0.568047337,0.54973822,0.630434783,0.474747475,0.493506494
244,212,188,78,110,134,0.360655738,0.377358491,0.35106383,0.371794872,0.336363636,0.380597015
192,197,205,105,100,92,0.916666667,0.913705584,0.936585366,0.933333333,0.94,0.891304348
235,205,192,81,111,124,0.438297872,0.492682927,0.53125,0.617283951,0.468468468,0.411290323
168,158,176,83,93,75,0.982142857,0.981012658,0.977272727,0.975903614,0.978494624,0.986666667
163,159,174,85,89,74,0.018404908,0.025157233,0.017241379,0.023529412,0.011235955,0.027027027
174,161,191,89,102,72,0.350574713,0.366459627,0.314136126,0.325842697,0.303921569,0.416666667
255,241,230,108,122,133,0.219607843,0.22406639,0.234782609,0.240740741,0.229508197,0.210526316
226,224,196,97,99,127,0.827433628,0.834821429,0.806122449,0.81443299,0.797979798,0.850393701
234,213,237,108,129,105,0.260683761,0.309859155,0.257383966,0.305555556,0.217054264,0.314285714
172,132,194,77,117,55,0.430232558,0.348484848,0.422680412,0.350649351,0.47008547,0.345454545
222,212,184,87,97,125,0.581081081,0.589622642,0.565217391,0.574712644,0.556701031,0.6
152,163,169,90,79,73,0.842105263,0.840490798,0.893491124,0.888888889,0.898734177,0.780821918
324,244,328,124,204,120,0.975308642,0.971311475,0.984756098,0.983870968,0.985294118,0.958333333
229,198,227,98,129,100,0.576419214,0.53030303,0.559471366,0.510204082,0.596899225,0.55
227,194,221,94,127,100,0.057268722,0.051546392,0.049773756,0.042553191,0.05511811,0.06
269,234,267,116,151,118,0.074349442,0.076923077,0.08988764,0.094827586,0.086092715,0.059322034
255,233,224,101,123,132,0.564705882,0.587982833,0.540178571,0.564356436,0.520325203,0.606060606
172,174,186,94,92,80,0.436046512,0.465517241,0.419354839,0.446808511,0.391304348,0.4875
262,203,259,100,159,103,0.160305344,0.123152709,0.181467181,0.15,0.201257862,0.097087379
226,224,196,97,99,127,0.154867257,0.133928571,0.147959184,0.12371134,0.171717172,0.141732283
172,174,186,94,92,80,0.343023256,0.367816092,0.338709677,0.361702128,0.315217391,0.375
251,227,270,123,147,104,0.960159363,0.973568282,0.97037037,0.983739837,0.959183673,0.961538462
136,112,158,67,91,45,0.977941176,0.9375,0.949367089,0.910447761,0.978021978,0.977777778
183,168,199,92,107,76,0.601092896,0.625,0.59798995,0.619565217,0.579439252,0.631578947
234,213,237,108,129,105,0.051282051,0.0657277,0.084388186,0.101851852,0.069767442,0.028571429
248,214,208,87,121,127,0.443548387,0.462616822,0.485576923,0.517241379,0.462809917,0.42519685
76,56,70,25,45,31,0.947368421,0.910714286,0.957142857,0.92,0.977777778,0.903225806
275,249,256,115,141,134,0.432727273,0.481927711,0.51171875,0.573913043,0.460992908,0.402985075
201,168,171,69,102,99,0.885572139,0.863095238,0.883040936,0.855072464,0.901960784,0.868686869
267,269,244,123,121,146,0.142322097,0.185873606,0.196721311,0.243902439,0.148760331,0.136986301
205,188,187,85,102,103,0.112195122,0.117021277,0.13368984,0.141176471,0.12745098,0.097087379
272,262,262,126,136,136,0.102941176,0.145038168,0.129770992,0.174603175,0.088235294,0.117647059
305,237,286,109,177,128,0.904918033,0.907172996,0.905594406,0.908256881,0.903954802,0.90625
160,159,189,94,95,65,0.9375,0.911949686,0.925925926,0.904255319,0.947368421,0.923076923
224,224,212,106,106,118,0.674107143,0.71875,0.698113208,0.745283019,0.650943396,0.694915254
240,210,202,86,116,124,0.341666667,0.366666667,0.361386139,0.395348837,0.336206897,0.346774194
376,287,395,153,242,134,0.454787234,0.327526132,0.458227848,0.339869281,0.533057851,0.313432836
308,309,295,148,147,161,0.071428571,0.116504854,0.122033898,0.168918919,0.074829932,0.068322981
280,259,295,137,158,122,0.746428571,0.764478764,0.769491525,0.788321168,0.753164557,0.737704918
209,196,205,96,109,100,0.511961722,0.56122449,0.551219512,0.604166667,0.504587156,0.52
197,193,190,93,97,100,0.934010152,0.89119171,0.915789474,0.870967742,0.958762887,0.91
262,225,205,84,121,141,0.408396947,0.408888889,0.482926829,0.5,0.47107438,0.354609929
284,260,248,112,136,148,0.253521127,0.226923077,0.213709677,0.178571429,0.242647059,0.263513514
207,177,244,107,137,70,0.922705314,0.920903955,0.93442623,0.934579439,0.934306569,0.9
150,154,148,76,72,78,0.26,0.201298701,0.22972973,0.171052632,0.291666667,0.230769231
205,188,187,85,102,103,0.829268293,0.787234043,0.823529412,0.776470588,0.862745098,0.796116505
260,241,275,128,147,113,0.903846154,0.89626556,0.898181818,0.890625,0.904761905,0.902654867
266,287,277,149,128,138,0.932330827,0.944250871,0.942238267,0.953020134,0.9296875,0.934782609
238,220,228,105,123,115,0.668067227,0.686363636,0.675438596,0.695238095,0.658536585,0.67826087
258,235,223,100,123,135,0.46124031,0.476595745,0.434977578,0.45,0.422764228,0.496296296
247,232,251,118,133,114,0.963562753,0.961206897,0.960159363,0.957627119,0.962406015,0.964912281
219,200,227,104,123,96,0.917808219,0.92,0.911894273,0.913461538,0.910569106,0.927083333
107,235,150,139,11,96,0.485981308,0.523404255,0.526666667,0.539568345,0.363636364,0.5
380,325,383,164,219,161,0.776315789,0.772307692,0.804177546,0.804878049,0.803652968,0.739130435
233,232,229,114,115,118,0.879828326,0.862068966,0.860262009,0.842105263,0.87826087,0.881355932
386,387,391,196,195,191,0.450777202,0.42377261,0.460358056,0.433673469,0.487179487,0.413612565
243,218,237,106,131,112,0.037037037,0.041284404,0.042194093,0.047169811,0.038167939,0.035714286
284,260,248,112,136,148,0.883802817,0.892307692,0.883064516,0.892857143,0.875,0.891891892
237,205,190,79,111,126,0.291139241,0.307317073,0.315789474,0.341772152,0.297297297,0.285714286
385,347,338,150,188,197,0.150649351,0.13832853,0.142011834,0.126666667,0.154255319,0.147208122
243,218,237,106,131,112,0.032921811,0.018348624,0.033755274,0.018867925,0.045801527,0.017857143
240,225,235,110,125,115,0.329166667,0.408888889,0.404255319,0.490909091,0.328,0.330434783
194,217,205,114,91,103,0.453608247,0.391705069,0.453658537,0.394736842,0.527472527,0.388349515
405,379,378,176,202,203,0.088888889,0.110817942,0.084656085,0.107954545,0.064356436,0.113300493
139,145,146,76,70,69,0.230215827,0.268965517,0.253424658,0.289473684,0.214285714,0.246376812
175,128,163,58,105,70,0.805714286,0.78125,0.81595092,0.793103448,0.828571429,0.771428571
304,236,286,109,177,127,0.667763158,0.644067797,0.653846154,0.623853211,0.672316384,0.661417323
259,301,342,192,150,109,0.706563707,0.740863787,0.736842105,0.760416667,0.706666667,0.706422018
268,207,275,107,168,100,0.955223881,0.942028986,0.941818182,0.925233645,0.952380952,0.96
330,261,337,134,203,127,0.981818182,0.980842912,0.979228487,0.97761194,0.980295567,0.984251969
232,210,194,86,108,124,0.443965517,0.466666667,0.479381443,0.511627907,0.453703704,0.435483871
311,274,343,153,190,121,0.08681672,0.083941606,0.081632653,0.078431373,0.084210526,0.090909091
311,311,296,148,148,163,0.987138264,0.971061093,0.976351351,0.959459459,0.993243243,0.981595092
277,283,272,139,133,144,0.942238267,0.939929329,0.930147059,0.928057554,0.932330827,0.951388889
363,363,350,175,175,188,0.170798898,0.134986226,0.185714286,0.148571429,0.222857143,0.122340426
312,317,299,152,147,165,0.080128205,0.119873817,0.117056856,0.157894737,0.074829932,0.084848485
254,217,213,88,125,129,0.244094488,0.262672811,0.276995305,0.306818182,0.256,0.23255814
266,232,248,107,141,125,0.481203008,0.49137931,0.475806452,0.485981308,0.468085106,0.496
242,270,242,135,107,135,0.904958678,0.848148148,0.859504132,0.807407407,0.925233645,0.888888889
267,239,274,123,151,116,0.468164794,0.510460251,0.51459854,0.56097561,0.476821192,0.456896552
278,244,278,122,156,122,0.071942446,0.069672131,0.089928058,0.090163934,0.08974359,0.049180328
338,326,324,156,168,170,0.934911243,0.923312883,0.916666667,0.903846154,0.928571429,0.941176471
239,244,251,128,123,116,0.920502092,0.885245902,0.884462151,0.8515625,0.918699187,0.922413793
332,380,448,248,200,132,0.686746988,0.760526316,0.716517857,0.77016129,0.65,0.742424242
267,259,246,119,127,140,0.730337079,0.756756757,0.727642276,0.756302521,0.700787402,0.757142857
130,144,144,79,65,65,0.415384615,0.4375,0.451388889,0.46835443,0.430769231,0.4
255,234,203,91,112,143,0.294117647,0.346153846,0.344827586,0.417582418,0.285714286,0.300699301
198,228,196,113,83,115,0.404040404,0.513157895,0.505102041,0.601769912,0.373493976,0.426086957
238,220,228,105,123,115,0.903361345,0.9,0.890350877,0.885714286,0.894308943,0.913043478
290,260,282,126,156,134,0.862068966,0.884615385,0.865248227,0.888888889,0.846153846,0.880597015
259,245,266,126,140,119,0.536679537,0.514285714,0.537593985,0.515873016,0.557142857,0.512605042
279,223,276,110,166,113,0.899641577,0.901345291,0.913043478,0.918181818,0.909638554,0.884955752
381,326,383,164,219,162,0.480314961,0.460122699,0.503916449,0.487804878,0.515981735,0.432098765
182,188,208,107,101,81,0.043956044,0.031914894,0.038461538,0.028037383,0.04950495,0.037037037
415,427,430,221,209,206,0.265060241,0.393442623,0.395348837,0.515837104,0.267942584,0.262135922
260,284,256,140,116,144,0.034615385,0.024647887,0.0234375,0.014285714,0.034482759,0.034722222
395,400,393,199,194,201,0.344303797,0.4125,0.384223919,0.452261307,0.31443299,0.373134328
333,345,336,174,162,171,0.081081081,0.08115942,0.080357143,0.08045977,0.080246914,0.081871345
331,331,348,174,174,157,0.960725076,0.954682779,0.965517241,0.959770115,0.971264368,0.949044586
160,154,154,74,80,80,0.15625,0.136363636,0.155844156,0.135135135,0.175,0.1375
339,349,338,174,164,175,0.159292035,0.143266476,0.183431953,0.166666667,0.201219512,0.12
436,398,406,184,222,214,0.607798165,0.570351759,0.60591133,0.565217391,0.63963964,0.574766355
239,244,251,128,123,116,0.384937238,0.368852459,0.334661355,0.3203125,0.349593496,0.422413793
318,302,286,135,151,167,0.943396226,0.937086093,0.940559441,0.933333333,0.947019868,0.94011976
301,285,286,135,151,150,0.890365449,0.912280702,0.888111888,0.911111111,0.867549669,0.913333333
387,386,399,199,200,187,0.470284238,0.479274611,0.458646617,0.467336683,0.45,0.49197861
275,269,272,133,139,136,0.963636364,0.970260223,0.963235294,0.969924812,0.956834532,0.970588235
387,386,399,199,200,187,0.069767442,0.080310881,0.050125313,0.060301508,0.04,0.101604278
341,354,341,177,164,177,0.249266862,0.234463277,0.269794721,0.254237288,0.286585366,0.214689266
127,292,195,180,15,112,0.566929134,0.667808219,0.712820513,0.727777778,0.533333333,0.571428571
275,247,272,122,150,125,0.829090909,0.789473684,0.827205882,0.786885246,0.86,0.792
310,293,321,152,169,141,0.287096774,0.245733788,0.289719626,0.25,0.325443787,0.241134752
392,394,382,192,190,202,0.375,0.329949239,0.421465969,0.375,0.468421053,0.287128713
381,330,377,163,214,167,0.249343832,0.281818182,0.25464191,0.288343558,0.228971963,0.275449102
194,176,176,79,97,97,0.06185567,0.068181818,0.056818182,0.063291139,0.051546392,0.072164948
262,223,253,107,146,116,0.629770992,0.596412556,0.632411067,0.598130841,0.657534247,0.594827586
612,375,323,43,280,332,0.985294118,0.978666667,0.965944272,0.88372093,0.978571429,0.990963855
300,288,290,139,151,149,0.503333333,0.534722222,0.472413793,0.503597122,0.443708609,0.563758389
286,259,261,117,144,142,0.447552448,0.501930502,0.521072797,0.58974359,0.465277778,0.429577465
143,447,396,350,46,97,0.706293706,0.673378076,0.661616162,0.66,0.673913043,0.721649485
311,275,344,154,190,121,0.479099678,0.429090909,0.456395349,0.409090909,0.494736842,0.454545455
262,273,261,136,125,137,0.061068702,0.04029304,0.057471264,0.036764706,0.08,0.04379562
527,475,508,228,280,247,0.383301708,0.397894737,0.368110236,0.381578947,0.357142857,0.412955466
264,266,272,137,135,129,0.928030303,0.913533835,0.926470588,0.912408759,0.940740741,0.914728682
365,371,366,186,180,185,0.304109589,0.363881402,0.344262295,0.403225806,0.283333333,0.324324324
285,192,253,80,173,112,0.919298246,0.864583333,0.916996047,0.85,0.947976879,0.875
305,315,302,156,146,159,0.219672131,0.295238095,0.331125828,0.403846154,0.253424658,0.188679245
324,329,315,160,155,169,0.333333333,0.422492401,0.434920635,0.525,0.341935484,0.325443787
324,275,337,144,193,131,0.425925926,0.381818182,0.400593472,0.354166667,0.435233161,0.41221374
301,280,263,121,142,159,0.604651163,0.6,0.608365019,0.603305785,0.612676056,0.597484277
403,367,402,183,219,184,0.789081886,0.817438692,0.830845771,0.863387978,0.803652968,0.77173913
418,352,420,177,243,175,0.83492823,0.792613636,0.838095238,0.796610169,0.868312757,0.788571429
289,294,281,143,138,151,0.294117647,0.431972789,0.441281139,0.58041958,0.297101449,0.291390728
260,284,256,140,116,144,0.184615385,0.176056338,0.203125,0.192857143,0.215517241,0.159722222
411,406,413,204,209,202,0.440389294,0.519704433,0.537530266,0.617647059,0.459330144,0.420792079
330,335,311,158,153,177,0.266666667,0.27761194,0.331189711,0.341772152,0.320261438,0.220338983
335,347,336,174,162,173,0.128358209,0.115273775,0.116071429,0.103448276,0.12962963,0.12716763
399,395,398,197,201,198,0.185463659,0.184810127,0.188442211,0.187817259,0.189054726,0.181818182
387,386,399,199,200,187,0.826873385,0.852331606,0.824561404,0.849246231,0.8,0.855614973
320,320,308,154,154,166,0.1,0.0875,0.12987013,0.116883117,0.142857143,0.060240964
387,386,399,199,200,187,0.211886305,0.212435233,0.180451128,0.180904523,0.18,0.245989305
324,275,337,144,193,131,0.320987654,0.334545455,0.296735905,0.305555556,0.29015544,0.366412214
364,386,382,202,180,184,0.321428571,0.339378238,0.361256545,0.376237624,0.344444444,0.298913043
275,290,271,143,128,147,0.112727273,0.137931034,0.158671587,0.181818182,0.1328125,0.095238095
431,440,437,223,214,217,0.118329466,0.245454545,0.249427918,0.372197309,0.121495327,0.115207373
351,351,342,171,171,180,0.381766382,0.413105413,0.435672515,0.467836257,0.403508772,0.361111111
420,407,421,204,217,203,0.185714286,0.110565111,0.168646081,0.093137255,0.239631336,0.128078818
413,417,422,213,209,204,0.370460048,0.381294964,0.412322275,0.422535211,0.401913876,0.338235294
154,134,130,55,75,79,0.409090909,0.320895522,0.446153846,0.345454545,0.52,0.303797468
356,329,353,163,190,166,0.497191011,0.541033435,0.52407932,0.570552147,0.484210526,0.512048193
396,399,389,196,193,203,0.315656566,0.348370927,0.344473008,0.37755102,0.310880829,0.320197044
311,274,343,153,190,121,0.080385852,0.091240876,0.069970845,0.078431373,0.063157895,0.107438017
382,326,384,164,220,162,0.798429319,0.785276074,0.815104167,0.804878049,0.822727273,0.765432099
470,457,465,226,239,231,0.187234043,0.214442013,0.219354839,0.247787611,0.192468619,0.181818182
466,443,439,208,231,235,0.690987124,0.713318284,0.738041002,0.764423077,0.714285714,0.668085106
324,275,337,144,193,131,0.345679012,0.301818182,0.293768546,0.243055556,0.331606218,0.366412214
272,255,293,138,155,117,0.856617647,0.803921569,0.805460751,0.753623188,0.851612903,0.863247863
304,324,388,204,184,120,0.628289474,0.725308642,0.670103093,0.745098039,0.586956522,0.691666667
407,395,398,193,205,202,0.15970516,0.210126582,0.190954774,0.243523316,0.141463415,0.178217822
430,446,462,239,223,207,0.962790698,0.966367713,0.967532468,0.970711297,0.964125561,0.961352657
349,353,346,175,171,178,0.209169054,0.263456091,0.25433526,0.308571429,0.198830409,0.219101124
563,546,553,268,285,278,0.119005329,0.128205128,0.092224231,0.100746269,0.084210526,0.154676259
467,447,470,225,245,222,0.376873662,0.474272931,0.472340426,0.573333333,0.379591837,0.373873874
426,404,432,205,227,199,0.145539906,0.118811881,0.138888889,0.112195122,0.162995595,0.125628141
395,397,392,197,195,200,0.273417722,0.302267003,0.331632653,0.360406091,0.302564103,0.245
382,326,384,164,220,162,0.298429319,0.31595092,0.3203125,0.341463415,0.304545455,0.290123457
306,312,310,158,152,154,0.918300654,0.955128205,0.919354839,0.955696203,0.881578947,0.954545455
421,407,450,218,232,189,0.3847981,0.341523342,0.428888889,0.389908257,0.465517241,0.285714286
489,483,484,239,245,244,0.36196319,0.362318841,0.396694215,0.39748954,0.395918367,0.327868852
539,329,278,34,244,295,0.979591837,0.963525836,0.967625899,0.852941176,0.983606557,0.976271186
307,298,321,156,165,142,0.791530945,0.808724832,0.797507788,0.814102564,0.781818182,0.802816901
493,450,481,219,262,231,0.413793103,0.395555556,0.428274428,0.410958904,0.442748092,0.380952381
492,443,473,212,261,231,0.953252033,0.934537246,0.957716702,0.938679245,0.973180077,0.930735931
388,392,386,195,191,197,0.355670103,0.387755102,0.414507772,0.446153846,0.382198953,0.329949239
391,385,382,188,194,197,0.212276215,0.176623377,0.222513089,0.186170213,0.257731959,0.16751269
389,377,386,187,199,190,0.110539846,0.106100796,0.111398964,0.106951872,0.115577889,0.105263158
433,426,431,212,219,214,0.498845266,0.535211268,0.556844548,0.594339623,0.520547945,0.476635514
426,404,432,205,227,199,0.373239437,0.415841584,0.381944444,0.424390244,0.343612335,0.407035176
385,386,385,193,192,193,0.231168831,0.207253886,0.225974026,0.202072539,0.25,0.212435233
403,405,402,202,200,203,0.086848635,0.096296296,0.089552239,0.099009901,0.08,0.093596059
515,491,438,207,231,284,0.211650485,0.258655804,0.255707763,0.314009662,0.203463203,0.218309859
404,403,401,200,201,203,0.373762376,0.46898263,0.503740648,0.6,0.407960199,0.339901478
351,351,344,172,172,179,0.304843305,0.299145299,0.279069767,0.273255814,0.284883721,0.324022346
447,444,469,233,236,211,0.37360179,0.394144144,0.456289979,0.47639485,0.436440678,0.303317536
468,377,453,181,272,196,0.217948718,0.233421751,0.225165563,0.243093923,0.213235294,0.224489796
382,406,408,216,192,190,0.602094241,0.645320197,0.661764706,0.699074074,0.619791667,0.584210526
457,443,448,217,231,226,0.304157549,0.293453725,0.310267857,0.299539171,0.32034632,0.287610619
339,346,343,175,168,171,0.076696165,0.078034682,0.084548105,0.085714286,0.083333333,0.070175439
373,352,367,173,194,179,0.061662198,0.059659091,0.065395095,0.063583815,0.067010309,0.055865922
431,417,418,202,216,215,0.122969838,0.153477218,0.131578947,0.163366337,0.101851852,0.144186047
387,389,382,192,190,197,0.335917313,0.383033419,0.384816754,0.432291667,0.336842105,0.335025381
435,430,425,210,215,220,0.344827586,0.423255814,0.442352941,0.523809524,0.362790698,0.327272727
496,470,476,225,251,245,0.239919355,0.268085106,0.271008403,0.302222222,0.243027888,0.236734694
396,455,419,239,180,216,0.47979798,0.602197802,0.582338902,0.686192469,0.444444444,0.509259259
469,454,461,223,238,231,0.119402985,0.204845815,0.214750542,0.304932735,0.130252101,0.108225108
501,488,495,241,254,247,0.157684631,0.139344262,0.163636364,0.145228216,0.181102362,0.133603239
504,476,434,203,231,273,0.168650794,0.222689076,0.218894009,0.285714286,0.16017316,0.175824176
469,442,477,225,252,217,0.955223881,0.966063348,0.970649895,0.982222222,0.96031746,0.949308756
403,403,400,200,200,203,0.23325062,0.307692308,0.295,0.37,0.22,0.246305419
487,453,426,196,230,257,0.328542094,0.392935982,0.408450704,0.489795918,0.339130435,0.319066148
436,398,406,184,222,214,0.25,0.221105528,0.229064039,0.195652174,0.256756757,0.242990654
526,486,542,251,291,235,0.581749049,0.617283951,0.557195572,0.589641434,0.529209622,0.646808511
490,478,492,240,252,238,0.314285714,0.353556485,0.367886179,0.408333333,0.329365079,0.298319328
464,449,465,225,240,224,0.474137931,0.514476615,0.548387097,0.591111111,0.508333333,0.4375
455,450,483,239,244,211,0.021978022,0.022222222,0.037267081,0.037656904,0.036885246,0.004739336
503,487,494,239,255,248,0.143141153,0.112936345,0.139676113,0.108786611,0.168627451,0.116935484
450,438,448,218,230,220,0.113333333,0.134703196,0.138392857,0.160550459,0.117391304,0.109090909
402,406,404,204,200,202,0.256218905,0.362068966,0.366336634,0.470588235,0.26,0.252475248
406,409,403,203,200,206,0.270935961,0.359413203,0.349875931,0.438423645,0.26,0.281553398
626,623,631,314,317,309,0.35942492,0.353130016,0.35340729,0.347133758,0.359621451,0.359223301
395,404,357,183,174,221,0.650632911,0.678217822,0.691876751,0.721311475,0.66091954,0.642533937
397,344,395,171,224,173,0.335012594,0.354651163,0.336708861,0.356725146,0.321428571,0.352601156
443,431,432,210,222,221,0.14221219,0.208816705,0.224537037,0.295238095,0.157657658,0.126696833
508,484,522,249,273,235,0.303149606,0.295454545,0.335249042,0.329317269,0.340659341,0.259574468
567,549,556,269,287,280,0.0670194,0.080145719,0.068345324,0.081784387,0.055749129,0.078571429
455,450,483,239,244,211,0.397802198,0.468888889,0.443064182,0.510460251,0.37704918,0.421800948
463,449,452,219,233,230,0.410367171,0.474387528,0.524336283,0.593607306,0.459227468,0.360869565
562,547,553,269,284,278,0.039145907,0.029250457,0.021699819,0.011152416,0.031690141,0.04676259
485,470,487,236,251,234,0.230927835,0.221276596,0.221765914,0.211864407,0.231075697,0.230769231
487,475,482,235,247,240,0.151950719,0.132631579,0.159751037,0.140425532,0.178137652,0.125
405,409,404,204,200,205,0.333333333,0.354523227,0.376237624,0.397058824,0.355,0.312195122
501,483,494,238,256,245,0.203592814,0.180124224,0.21659919,0.193277311,0.23828125,0.167346939
492,443,473,212,261,231,0.981707317,0.979683973,0.987315011,0.985849057,0.988505747,0.974025974
530,502,494,233,261,269,0.335849057,0.336653386,0.382591093,0.386266094,0.379310345,0.293680297
458,464,450,228,222,236,0.395196507,0.398706897,0.444444444,0.447368421,0.441441441,0.351694915
457,408,461,206,255,202,0.971553611,0.970588235,0.976138829,0.975728155,0.976470588,0.965346535
457,458,493,247,246,211,0.95404814,0.938864629,0.93306288,0.91902834,0.947154472,0.962085308
455,450,483,239,244,211,0.751648352,0.713333333,0.739130435,0.70292887,0.774590164,0.725118483
466,443,439,208,231,235,0.100858369,0.115124153,0.109339408,0.125,0.095238095,0.106382979
443,427,428,206,222,221,0.275395034,0.269320843,0.254672897,0.247572816,0.261261261,0.28959276
314,302,340,164,176,138,0.78343949,0.738410596,0.732352941,0.68902439,0.772727273,0.797101449
566,547,557,269,288,278,0.090106007,0.089579525,0.064631957,0.063197026,0.065972222,0.115107914
563,545,554,268,286,277,0.124333925,0.137614679,0.099277978,0.111940299,0.087412587,0.162454874
563,545,556,269,287,276,0.06749556,0.066055046,0.050359712,0.048327138,0.052264808,0.083333333
491,477,486,236,250,241,0.138492872,0.15932914,0.193415638,0.216101695,0.172,0.10373444
557,542,551,268,283,274,0.019748654,0.011070111,0.016333938,0.007462687,0.024734982,0.01459854
496,483,489,238,251,245,0.276209677,0.260869565,0.312883436,0.298319328,0.326693227,0.224489796
